invoice_date,SKUCode,Description,volume
2026-01-18,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,4
2026-01-18,1325221715100SRHT0,215/75 R 15 RANGER HT TL,21
2026-01-18,1325223517104HRPG0,NA,3
2026-01-18,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,0
2026-01-18,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,550
2026-01-18,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1404
2026-01-18,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,1
2026-01-19,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,119
2026-01-19,1225121716010SXC10,NA,12
2026-01-19,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,840
2026-01-19,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,1639
2026-01-19,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,11
2026-01-19,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,557
2026-01-19,1225221716010SXC10,NA,30
2026-01-19,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,70
2026-01-19,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,11
2026-01-19,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,350
2026-01-19,1325119015008SRBT0,195 R15 LT RANGER BRT TT,158
2026-01-19,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,1122
2026-01-19,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,131
2026-01-19,1325121715100SRBT0,NA,14
2026-01-19,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,2
2026-01-19,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),5
2026-01-19,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,95
2026-01-19,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,12
2026-01-19,1325213615099MSXT0,T135/70R15 STAR-XT  TL,600
2026-01-19,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,6
2026-01-19,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,99
2026-01-19,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,299
2026-01-19,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,104
2026-01-19,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,19
2026-01-19,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,3129
2026-01-19,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,47
2026-01-19,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,19
2026-01-19,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,141
2026-01-19,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,273
2026-01-19,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,210
2026-01-19,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,3
2026-01-19,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,23
2026-01-19,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,70
2026-01-19,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,300
2026-01-19,1325216614081SUTR0,NA,162
2026-01-19,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,638
2026-01-19,1325216814085SUTR0,165/80R14 UX TOURING TL,151
2026-01-19,1325216814085TURL0,16580R14 UX ROYALE TL,287
2026-01-19,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,4
2026-01-19,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),0
2026-01-19,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,170
2026-01-19,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,20
2026-01-19,1325217515084HURP0,NA,7
2026-01-19,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,1
2026-01-19,1325218414082HUSP0,NA,3
2026-01-19,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,49
2026-01-19,1325218515088HTMX0,185/65 R15 TAXI MAX TL,432
2026-01-19,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,2
2026-01-19,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,156
2026-01-19,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,75
2026-01-19,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,24
2026-01-19,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,1
2026-01-19,1325219316087VUTR0,195/55R16 UX TOURING TL,211
2026-01-19,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,22
2026-01-19,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,2
2026-01-19,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,107
2026-01-19,1325220516095HTMX0,NA,98
2026-01-19,1325220516095HUTR0,205/65R16UX TOURING TL 95H,32
2026-01-19,1325221317098VUX10,215/55R17UX1 TL 98 V,1
2026-01-19,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,239
2026-01-19,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,190
2026-01-19,1325221715100SRHT0,215/75 R 15 RANGER HT TL,290
2026-01-19,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,2
2026-01-19,1325223517104HRHT0,235/65R17 RANHER HT TL,102
2026-01-19,1325223517104HRPG0,NA,50
2026-01-19,1325223616105HRHT0,235/70R16 Ranger HT TL,12
2026-01-19,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,64
2026-01-19,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,12
2026-01-19,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,97
2026-01-19,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,0
2026-01-19,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,102
2026-01-19,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,185
2026-01-19,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,371
2026-01-20,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,310
2026-01-20,1225121716010SXC10,NA,99
2026-01-20,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,323
2026-01-20,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,2210
2026-01-20,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,3
2026-01-20,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,664
2026-01-20,1225221716010SXC10,NA,32
2026-01-20,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,143
2026-01-20,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,277
2026-01-20,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,886
2026-01-20,1325119015008SRBT0,195 R15 LT RANGER BRT TT,91
2026-01-20,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,75
2026-01-20,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,105
2026-01-20,1325121715100SRBT0,NA,19
2026-01-20,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,5
2026-01-20,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),23
2026-01-20,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,201
2026-01-20,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,13
2026-01-20,1325213615099MSXT0,T135/70R15 STAR-XT  TL,200
2026-01-20,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,42
2026-01-20,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,60
2026-01-20,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,250
2026-01-20,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,97
2026-01-20,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,19
2026-01-20,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,3227
2026-01-20,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,73
2026-01-20,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,8
2026-01-20,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,193
2026-01-20,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,381
2026-01-20,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,217
2026-01-20,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,70
2026-01-20,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,107
2026-01-20,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,384
2026-01-20,1325216614081SUTR0,NA,222
2026-01-20,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1006
2026-01-20,1325216814085SUTR0,165/80R14 UX TOURING TL,148
2026-01-20,1325216814085TURL0,16580R14 UX ROYALE TL,408
2026-01-20,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,7
2026-01-20,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),4
2026-01-20,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,191
2026-01-20,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,23
2026-01-20,1325217515084HURP0,NA,4
2026-01-20,1325218414082HUSP0,NA,2
2026-01-20,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,87
2026-01-20,1325218515088HTMX0,185/65 R15 TAXI MAX TL,516
2026-01-20,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,8
2026-01-20,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,205
2026-01-20,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,96
2026-01-20,1325218614088HURL0,185/70R14 UX Royale,3
2026-01-20,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,179
2026-01-20,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,8
2026-01-20,1325219316087VUTR0,195/55R16 UX TOURING TL,347
2026-01-20,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,60
2026-01-20,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,1
2026-01-20,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,175
2026-01-20,1325220516095HTMX0,NA,162
2026-01-20,1325220516095HUTR0,205/65R16UX TOURING TL 95H,28
2026-01-20,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,410
2026-01-20,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,240
2026-01-20,1325221715100SRHT0,215/75 R 15 RANGER HT TL,354
2026-01-20,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,7
2026-01-20,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,1
2026-01-20,1325223517104HRHT0,235/65R17 RANHER HT TL,179
2026-01-20,1325223517104HRPG0,NA,20
2026-01-20,1325223616105HRHT0,235/70R16 Ranger HT TL,83
2026-01-20,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,70
2026-01-20,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,4
2026-01-20,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,166
2026-01-20,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,6
2026-01-20,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,739
2026-01-20,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1023
2026-01-20,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,957
2026-01-21,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,146
2026-01-21,1225121716010SXC10,NA,87
2026-01-21,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,700
2026-01-21,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,2489
2026-01-21,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,3
2026-01-21,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,554
2026-01-21,1225221716010SXC10,NA,33
2026-01-21,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,3
2026-01-21,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,72
2026-01-21,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,64
2026-01-21,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,166
2026-01-21,1325119015008SRBT0,195 R15 LT RANGER BRT TT,207
2026-01-21,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,823
2026-01-21,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,113
2026-01-21,1325121715100SRBT0,NA,16
2026-01-21,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),26
2026-01-21,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,120
2026-01-21,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,705
2026-01-21,1325213615099MSXT0,T135/70R15 STAR-XT  TL,800
2026-01-21,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,25
2026-01-21,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,89
2026-01-21,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,303
2026-01-21,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,139
2026-01-21,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,18
2026-01-21,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,2669
2026-01-21,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,51
2026-01-21,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,4
2026-01-21,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,165
2026-01-21,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,362
2026-01-21,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,243
2026-01-21,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,1
2026-01-21,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,8
2026-01-21,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,52
2026-01-21,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,316
2026-01-21,1325216614081SUTR0,NA,142
2026-01-21,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,790
2026-01-21,1325216814085SUTR0,165/80R14 UX TOURING TL,187
2026-01-21,1325216814085TURL0,16580R14 UX ROYALE TL,340
2026-01-21,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,6
2026-01-21,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,4
2026-01-21,1325217514082HURL1,175/65R14 UX ROYALE TL 82 H SASO,16
2026-01-21,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),3
2026-01-21,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,128
2026-01-21,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,19
2026-01-21,1325217515084HURP0,NA,8
2026-01-21,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,16
2026-01-21,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,16
2026-01-21,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,103
2026-01-21,1325218514086HURL0,185/65R14 UX Royale,1
2026-01-21,1325218515088HTMX0,185/65 R15 TAXI MAX TL,735
2026-01-21,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,8
2026-01-21,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,160
2026-01-21,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,66
2026-01-21,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,36
2026-01-21,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,7
2026-01-21,1325219316087VUTR0,195/55R16 UX TOURING TL,398
2026-01-21,1325219416089HRHE0,195/60R16 Ranger HPE TL,44
2026-01-21,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,31
2026-01-21,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,6
2026-01-21,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,76
2026-01-21,1325220516095HTMX0,NA,116
2026-01-21,1325220516095HUTR0,205/65R16UX TOURING TL 95H,16
2026-01-21,1325221317098VUX10,215/55R17UX1 TL 98 V,7
2026-01-21,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,336
2026-01-21,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,228
2026-01-21,1325221715100SRHT0,215/75 R 15 RANGER HT TL,482
2026-01-21,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,12
2026-01-21,1325223517104HRHT0,235/65R17 RANHER HT TL,221
2026-01-21,1325223517104HRPG0,NA,11
2026-01-21,1325223616105HRHT0,235/70R16 Ranger HT TL,42
2026-01-21,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,49
2026-01-21,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,14
2026-01-21,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,215
2026-01-21,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,15
2026-01-21,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,60
2026-01-21,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,193
2026-01-21,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,466
2026-01-22,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,520
2026-01-22,1225121716010SXC10,NA,28
2026-01-22,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,520
2026-01-22,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,1599
2026-01-22,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,220
2026-01-22,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,1585
2026-01-22,1225221716010SXC10,NA,146
2026-01-22,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,2
2026-01-22,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,173
2026-01-22,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,49
2026-01-22,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,430
2026-01-22,1325119015008SRBT0,195 R15 LT RANGER BRT TT,321
2026-01-22,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,836
2026-01-22,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,83
2026-01-22,1325121715100SRBT0,NA,5
2026-01-22,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,3
2026-01-22,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),2
2026-01-22,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,150
2026-01-22,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,323
2026-01-22,1325213615099MSXT0,T135/70R15 STAR-XT  TL,200
2026-01-22,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,30
2026-01-22,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,120
2026-01-22,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,182
2026-01-22,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,143
2026-01-22,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,11
2026-01-22,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,5550
2026-01-22,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,62
2026-01-22,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,35
2026-01-22,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,111
2026-01-22,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,321
2026-01-22,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,256
2026-01-22,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,6
2026-01-22,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,46
2026-01-22,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,64
2026-01-22,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,371
2026-01-22,1325216614081SUTR0,NA,321
2026-01-22,1325216614081TVECE,NA,12
2026-01-22,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,994
2026-01-22,1325216814085SUTR0,165/80R14 UX TOURING TL,211
2026-01-22,1325216814085TURL0,16580R14 UX ROYALE TL,368
2026-01-22,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,14
2026-01-22,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),18
2026-01-22,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,173
2026-01-22,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,17
2026-01-22,1325217515084HURP0,NA,4
2026-01-22,1325218414082HUSP0,NA,13
2026-01-22,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,107
2026-01-22,1325218515088HTMX0,185/65 R15 TAXI MAX TL,679
2026-01-22,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,5
2026-01-22,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,234
2026-01-22,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,158
2026-01-22,1325218614088HURL0,185/70R14 UX Royale,2
2026-01-22,1325218614088TVECE,185/70R14 Vectra,1600
2026-01-22,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,67
2026-01-22,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,1
2026-01-22,1325219316087VUTR0,195/55R16 UX TOURING TL,260
2026-01-22,1325219416089HRHE0,195/60R16 Ranger HPE TL,322
2026-01-22,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,30
2026-01-22,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,8
2026-01-22,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,167
2026-01-22,1325220516095HTMX0,NA,194
2026-01-22,1325220516095HUTR0,205/65R16UX TOURING TL 95H,426
2026-01-22,1325221317098VUX10,215/55R17UX1 TL 98 V,5
2026-01-22,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,564
2026-01-22,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,395
2026-01-22,1325221715100SRHT0,215/75 R 15 RANGER HT TL,395
2026-01-22,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,15
2026-01-22,1325223517104HRHT0,235/65R17 RANHER HT TL,126
2026-01-22,1325223517104HRPG0,NA,15
2026-01-22,1325223616105HRHT0,235/70R16 Ranger HT TL,42
2026-01-22,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,69
2026-01-22,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,61
2026-01-22,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,115
2026-01-22,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,4
2026-01-22,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,48
2026-01-22,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1316
2026-01-22,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,11
2026-01-23,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,1
2026-01-23,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,297
2026-01-23,1225121716010SXC10,NA,9
2026-01-23,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,320
2026-01-23,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,1682
2026-01-23,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,170
2026-01-23,1225221716010SXC10,NA,180
2026-01-23,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,58
2026-01-23,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,41
2026-01-23,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,168
2026-01-23,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,579
2026-01-23,1325119015008SRBT0,195 R15 LT RANGER BRT TT,194
2026-01-23,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,605
2026-01-23,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,51
2026-01-23,1325121715100SRBT0,NA,3
2026-01-23,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),14
2026-01-23,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,144
2026-01-23,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,304
2026-01-23,1325213615099MSXT0,T135/70R15 STAR-XT  TL,700
2026-01-23,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,32
2026-01-23,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,149
2026-01-23,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,174
2026-01-23,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,560
2026-01-23,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,21
2026-01-23,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,1341
2026-01-23,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,61
2026-01-23,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,66
2026-01-23,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,165
2026-01-23,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,786
2026-01-23,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,422
2026-01-23,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,34
2026-01-23,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,46
2026-01-23,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,360
2026-01-23,1325216614081SUTR0,NA,372
2026-01-23,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1294
2026-01-23,1325216814085SUTR0,165/80R14 UX TOURING TL,406
2026-01-23,1325216814085TURL0,16580R14 UX ROYALE TL,427
2026-01-23,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,3
2026-01-23,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,154
2026-01-23,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,46
2026-01-23,1325217515084HURP0,NA,9
2026-01-23,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,73
2026-01-23,1325218514086HURL0,185/65R14 UX Royale,1600
2026-01-23,1325218515088HTMX0,185/65 R15 TAXI MAX TL,734
2026-01-23,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,9
2026-01-23,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,279
2026-01-23,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,78
2026-01-23,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,16
2026-01-23,1325219316087VUTR0,195/55R16 UX TOURING TL,240
2026-01-23,1325219416089HRHE0,195/60R16 Ranger HPE TL,133
2026-01-23,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,50
2026-01-23,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,5
2026-01-23,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,87
2026-01-23,1325220516095HTMX0,NA,247
2026-01-23,1325220516095HUTR0,205/65R16UX TOURING TL 95H,24
2026-01-23,1325221317098VUX10,215/55R17UX1 TL 98 V,4
2026-01-23,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,396
2026-01-23,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,272
2026-01-23,1325221715100SRHT0,215/75 R 15 RANGER HT TL,395
2026-01-23,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,196
